Date,Campaign,Campaign UUID,Campaign End Date,Campaign Link,Campaign Segment,Campaign Segment UUID,Campaign Segment Link,Campaign Start Date,Campaign Type,Campaign Updated At,Sends,Delivered,Bounces,Soft Bounces,Impressions,Unique Impressions,Revenue per Purchase,Revenue,Purchases,Unique Open Rate,Clicks,Unique Clicks,Unique Click %,CTOR,Unsubscribe Rate,Unsubscribes,Spam Rate,Spam Reports,Add to Cart,Orders,Activations,BCC Sends,Clicks (bot only),Clicks (user only),Device Bounces,Device Sends,Dismisses,Drops,Holdouts,Impressions (pre-fetch only),Impressions (user only),Journey Actions,Subscribes,Subscription Cancels,Subscription Downgrade,Subscription Starts,Subscription Upgrade,Unique Clicks (bot only),Unique Clicks (user only),Unique Impressions (pre-fetch only),Unique Impressions (user only),Unique Soft Bounces,Visits,Add to Wishlist,App install,App update,Category View,Digioh Sign Up,Financing Alert Cart,Financing Alert Wishlist,GX Add to Cart,GX Listing View,GX Purchase,InSync View,Inbound Message,Manufacturer View,New Lead,Push Notification Test,Remove from Wishlist,Time To Reorder (Consumables),add_to_cart,app_open,april2025_15off_email,april2025_20off_email,back_in_stock.add_to_cart,back_in_stock.add_to_wishlist,catalog_change.sw_financingmonths_v2.add_to_cart,catalog_change.sw_financingmonths_v2.add_to_wishlist,checkout,identify,item-alert-rebate-available,item_alert,item_alert_preowned,item_alert_price_increase,journey_gatekeeper_triggered,journey_queue_completed,journey_started,pageload,persona_gateway,price_change.add_to_cart,price_change.add_to_wishlist,purchase,remove_from_cart,se_subscribe,se_unsubscribe,search,subscribe_interest,unsubscribe_interest,view,web_subscribe,web_unsubscribe,Bounce Rate,Click %,Clicks per Unique Impression,Delivered %,Opens/Sends,Orders per Unique Click,Revenue %,Revenue per Delivered,Revenue per Impression,Revenue per Order,Revenue per Unique Click,Spam Report %,Unique Clicks per Send,Unique Impressions (user only) %,Unique Soft Bounce %
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240113 - inSync,8ccc093a-5aaf-4d3b-9928-040ab0275783,none,https://app.getblueshift.com/dashboard#/app/campaigns/8ccc093a-5aaf-4d3b-9928-040ab0275783/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,1/13/24 19:00,One Time Send,1/13/24 23:03,3289871,3260922,625,19476,1673406,1113907,421.9057519,1217620,2886,34.16,72063,52257,1.6,4.69,0.07,2347,0.01,265,20,2886,284,0,267,231,0,0,0,10237,0,1352284,321098,0,0,0,0,0,0,38,139,899055,252470,19189,53494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.19,0.064693911,99.12,50.87,5.52,0.370111776,0.373397462,0.727629756,421.9057519,23.30061044,0.01,0.015884209,7.74,0.58
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240615 - inSync (A/B),139d8c58-9d6f-4a31-a157-445247a2821b,none,https://app.getblueshift.com/dashboard#/app/campaigns/139d8c58-9d6f-4a31-a157-445247a2821b/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,6/15/24 18:00,One Time Send,6/15/24 22:03,3289717,3273888,489,6481,1335414,986164,487.4704684,957392,1964,30.12,66084,40113,1.23,4.07,0.09,2888,0.01,245,8,1964,134,0,17671,43132,0,0,0,10582,0,1054031,281379,0,0,0,0,0,0,10729,30998,792210,230124,6489,33027,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.01,0.067011166,99.52,40.59,4.9,0.291025641,0.292432728,0.716925238,487.4704684,23.86737467,0.01,0.01219345,7.03,0.2
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240127 - inSync,859092fd-95a5-4796-99bd-e5676a317840,none,https://app.getblueshift.com/dashboard#/app/campaigns/859092fd-95a5-4796-99bd-e5676a317840/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,1/27/24 19:00,One Time Send,1/27/24 23:03,3289148,3256927,637,22644,1693348,1136882,424.5158711,1805466,4253,34.91,80299,54474,1.67,4.79,0.06,2020,0.01,337,11,4253,321,0,415,396,0,0,0,10378,0,1362994,330339,0,0,0,0,0,0,53,197,931410,257914,22749,57754,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.44,0.070630901,99.02,51.48,7.81,0.548916011,0.554346474,1.066210844,424.5158711,33.14362815,0.01,0.016561736,7.92,0.69
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240106 - inSync,ac4a5dfe-78a4-4f10-bd98-19e6fd4e0315,none,https://app.getblueshift.com/dashboard#/app/campaigns/ac4a5dfe-78a4-4f10-bd98-19e6fd4e0315/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,1/6/24 19:00,One Time Send,1/6/24 23:09,3288148,3260086,956,18317,1683869,1125684,419.9058279,1087976,2591,34.53,62410,43756,1.34,3.89,0.09,2950,0.01,291,29,2591,285,0,247,189,0,0,0,10241,0,1367089,316764,0,0,0,0,0,0,42,110,916424,257281,18424,44280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.9,0.055441847,99.15,51.21,5.92,0.330878051,0.333726166,0.64611677,419.9058279,24.86461285,0.01,0.013307187,7.89,0.56
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240203 - inSync,c065e4de-36cb-4356-9f2c-af98746260e1,none,https://app.getblueshift.com/dashboard#/app/campaigns/c065e4de-36cb-4356-9f2c-af98746260e1/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,2/3/24 19:00,One Time Send,2/3/24 23:03,3285265,3247436,693,27997,1692591,1108946,447.0243976,1484121,3320,34.15,67131,45141,1.39,4.07,0.06,1989,0.01,295,13,3320,294,0,316,225,0,0,0,10377,0,1374225,318350,0,0,0,0,0,0,64,170,903802,252480,28008,46263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.04,0.06053586,98.85,51.52,7.35,0.451750772,0.457013164,0.876833801,447.0243976,32.87745065,0.01,0.013740444,7.77,0.85
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250208 - inSync A/B,99f7cf4d-a34c-4f47-be9e-9670e79a561e,none,https://app.getblueshift.com/dashboard#/app/campaigns/99f7cf4d-a34c-4f47-be9e-9670e79a561e/details,inSync Audience + Fatigue Prevention,1c62db68-ab15-43f5-b995-fa46a83aa12c,https://app.getblueshift.com/dashboard#/app/segments/1c62db68-ab15-43f5-b995-fa46a83aa12c/edit,2/8/25 19:00,One Time Send,2/9/25 0:01,3283689,3265471,632,13875,1308074,925202,497.5058448,936306,1882,28.33,57561,31454,0.96,3.4,0.06,2035,0.01,216,10,1882,100,0,24390,33171,0,0,0,4943,0,1024340,283731,0,0,0,0,0,0,8756,24753,725406,231039,13679,23177,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.75,0.062214522,99.45,39.84,5.98,0.285138453,0.286729234,0.715789779,497.5058448,29.76746996,0.01,0.009578861,7.08,0.42
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250129 - January Clearance Last Chance,3cdc00d4-1339-4602-8af5-fcd84b69a3b5,none,https://app.getblueshift.com/dashboard#/app/campaigns/3cdc00d4-1339-4602-8af5-fcd84b69a3b5/details,T1+2 - All,fea24e7b-bf88-47d4-b099-2da7ec7a15e8,https://app.getblueshift.com/dashboard#/app/segments/fea24e7b-bf88-47d4-b099-2da7ec7a15e8/edit,1/29/25 16:15,One Time Send,1/30/25 17:06,3278090,3268305,274,5613,1457523,1025782,546.4736842,1952004,3572,31.39,84085,48594,1.49,4.74,0.05,1739,0.01,220,3,3572,329,0,30770,53315,0,0,0,4493,0,1186819,270703,0,0,0,0,0,0,10183,40781,837446,228006,5562,5774,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.57,0.081971608,99.7,44.46,7.35,0.595469923,0.597252704,1.339261199,546.4736842,40.16965057,0.01,0.014823876,6.98,0.17
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240120 - inSync,ef9145b0-420b-4b7d-b690-0fc3eeda8eec,none,https://app.getblueshift.com/dashboard#/app/campaigns/ef9145b0-420b-4b7d-b690-0fc3eeda8eec/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,1/20/24 19:00,One Time Send,1/20/24 23:03,3275888,3257634,310,8697,1674355,1126830,393.6883477,1277125,3244,34.59,73903,51059,1.57,4.53,0.07,2129,0.01,292,6,3244,292,0,370,206,0,0,0,10341,0,1348684,325658,0,0,0,0,0,0,49,148,917926,260695,8635,50426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.26,0.065584871,99.44,51.11,6.35,0.389856125,0.392040665,0.762756405,393.6883477,25.01273037,0.01,0.015586308,8,0.26
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20231230 - inSync,fb211867-3ba6-4123-abdc-5a03aafe53e2,none,https://app.getblueshift.com/dashboard#/app/campaigns/fb211867-3ba6-4123-abdc-5a03aafe53e2/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/30/23 18:00,One Time Send,12/30/23 22:21,3269962,3251147,504,9592,1668541,1137078,411.5607514,1029725,2502,34.97,52066,35533,1.09,3.12,0.09,3015,0.01,336,16,2502,275,0,235,185,0,0,0,10201,0,1372009,296520,0,0,0,0,0,0,41,105,933608,233727,9431,35118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.59,0.045789295,99.42,51.03,7.04,0.314904271,0.316726681,0.617140963,411.5607514,28.97939943,0.01,0.010866487,7.19,0.29
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250402 - Keyboard Month,d1001761-3b25-427a-9d95-de426d63e737,none,https://app.getblueshift.com/dashboard#/app/campaigns/d1001761-3b25-427a-9d95-de426d63e737/details,20250402 - Keyboard month,500717a9-ab68-433a-bd31-0d2e3cfe25fb,https://app.getblueshift.com/dashboard#/app/segments/500717a9-ab68-433a-bd31-0d2e3cfe25fb/edit,4/2/25 17:00,One Time Send,4/2/25 20:54,3267575,3256521,326,7262,1325693,957891,745.2775801,1047115,1405,29.41,47235,26183,0.8,2.73,0.07,2268,0.01,178,0,1405,147,0,23491,23736,0,0,0,5048,0,1126297,199391,0,0,0,0,0,0,9369,19018,819008,168080,7223,14714,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.45,0.049311456,99.66,40.57,5.37,0.320456302,0.321544065,0.789862359,745.2775801,39.99217049,0.01,0.008012976,5.16,0.22
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250426 - inSync,3d7e28c3-ef09-4466-aab6-73e866043272,none,https://app.getblueshift.com/dashboard#/app/campaigns/3d7e28c3-ef09-4466-aab6-73e866043272/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,4/26/25 18:00,One Time Send,4/26/25 22:03,3266888,3253611,338,8687,1012780,794354,656.9798357,879696,1339,24.41,71938,42475,1.31,5.35,0.06,2049,0,80,29,1339,120,0,24780,47158,0,0,0,5425,0,784503,228269,0,0,0,0,0,0,10036,35358,624666,189816,8737,31539,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.2,0.090561639,99.59,31,3.15,0.269276449,0.270375285,0.868595351,656.9798357,20.7109123,0,0.01300167,5.83,0.27
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20231223 - inSync,8281fe80-f74f-4a53-853d-87e8c2dc730b,none,https://app.getblueshift.com/dashboard#/app/campaigns/8281fe80-f74f-4a53-853d-87e8c2dc730b/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/23/23 19:00,One Time Send,12/23/23 23:03,3264697,3243771,368,11714,1648981,1116914,434.1923523,749416,1726,34.43,39388,25668,0.79,2.3,0.07,2182,0.01,390,7,1726,193,0,283,88,0,0,0,10094,0,1366603,282366,0,0,0,0,0,0,36,45,920420,232045,11682,22754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.21,0.035265025,99.36,50.51,6.72,0.229551471,0.231032339,0.454472186,434.1923523,29.19650927,0.01,0.007862292,7.15,0.36
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240210 - inSync,4968f0c1-d22a-4b15-ad37-303514fe978a,none,https://app.getblueshift.com/dashboard#/app/campaigns/4968f0c1-d22a-4b15-ad37-303514fe978a/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,2/10/24 19:00,One Time Send,2/10/24 23:09,3252713,3233919,568,8886,1683133,1116638,436.4206061,1440188,3300,34.53,67890,46337,1.43,4.15,0.13,4121,0.01,373,5,3300,276,0,315,302,0,0,0,10391,0,1373100,310022,0,0,0,0,0,0,52,168,902971,247108,9073,46522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.09,0.060798576,99.42,51.75,7.12,0.442765162,0.445338303,0.85565906,436.4206061,31.08073462,0.01,0.014245647,7.64,0.28
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240217- inSync,176eb550-22ab-41fe-8f7c-9d07db2898a7,none,https://app.getblueshift.com/dashboard#/app/campaigns/176eb550-22ab-41fe-8f7c-9d07db2898a7/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,2/17/24 19:00,One Time Send,2/17/24 23:34,3251829,3234243,502,7730,1679605,1107059,414.9852248,1320068,3181,34.23,67279,46419,1.44,4.19,0.11,3678,0.01,244,5,3181,285,0,420,276,0,0,0,10407,0,1368464,311132,0,0,0,0,0,0,65,211,915024,241955,7670,46656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.07,0.060772732,99.46,51.65,6.85,0.405946315,0.408153624,0.785939551,414.9852248,28.43809647,0.01,0.014274736,7.48,0.24
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20231216 - inSync,cf5ee41f-8d05-4137-ab62-7ad4aa6449a3,none,https://app.getblueshift.com/dashboard#/app/campaigns/cf5ee41f-8d05-4137-ab62-7ad4aa6449a3/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/16/23 15:00,One Time Send,12/16/23 19:03,3248712,3227325,645,12101,1567491,1086601,419.5688406,463204,1104,33.67,31703,19454,0.6,1.79,0.07,2172,0.02,520,6,1104,175,0,274,251,0,0,0,9938,0,1320811,246669,0,0,0,0,0,0,36,32,907987,211098,12074,14681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0.029176303,99.34,48.25,5.67,0.142580814,0.143525675,0.295506641,419.5688406,23.81021898,0.02,0.005988219,6.54,0.37
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240224 - inSync (A/B),b79f6969-2e06-4f2f-ad67-14612d4bbb72,none,https://app.getblueshift.com/dashboard#/app/campaigns/b79f6969-2e06-4f2f-ad67-14612d4bbb72/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,2/24/24 19:00,One Time Send,2/24/24 23:03,3243902,3226138,191,8144,1656802,1106792,452.4278149,1623311,3588,34.31,75071,51889,1.61,4.69,0.1,3075,0.01,257,9,3588,311,0,322,772,0,0,0,10404,0,1347403,309384,0,0,0,0,0,0,61,200,889071,254327,7963,52132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.31,0.067827559,99.45,51.07,6.91,0.500419248,0.503174694,0.979785756,452.4278149,31.28429918,0.01,0.015995859,7.88,0.25
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240302 - inSync,e7acc824-2b3c-4703-ab36-cc06f0bcd40a,none,https://app.getblueshift.com/dashboard#/app/campaigns/e7acc824-2b3c-4703-ab36-cc06f0bcd40a/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/2/24 19:00,One Time Send,4/4/24 21:19,3240249,3222704,603,8755,1647217,1103238,476.187219,1482847,3114,34.23,71857,47707,1.48,4.32,0.1,3336,0.01,305,9,3114,246,0,14,90,0,0,0,10436,0,1344655,302546,0,0,0,0,0,0,6,67,907633,243233,8687,47709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.22,0.065132818,99.46,50.84,6.53,0.457633657,0.4601251,0.900213512,476.187219,31.08237785,0.01,0.014723251,7.55,0.27
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240309 - inSync (A/B),107f181f-d376-4501-bb40-a093d54baefd,none,https://app.getblueshift.com/dashboard#/app/campaigns/107f181f-d376-4501-bb40-a093d54baefd/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/9/24 19:00,One Time Send,3/9/24 23:03,3240108,3208510,511,22258,1612770,1094245,518.6258338,1710428,3298,34.1,77187,50541,1.58,4.62,0.1,3078,0.01,229,13,3298,241,0,328,300,0,0,0,10485,0,1308718,304041,0,0,0,0,0,0,52,208,909726,242752,22214,51057,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.38,0.070539047,99.02,49.78,6.53,0.52789228,0.533091061,1.060552962,518.6258338,33.84238539,0.01,0.015598554,7.57,0.69
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250125 - inSync,bbe0c8a4-956f-496a-902e-1f430b0c722b,none,https://app.getblueshift.com/dashboard#/app/campaigns/bbe0c8a4-956f-496a-902e-1f430b0c722b/details,inSync Audience + Fatigue Prevention V2,bcd9befd-cd83-4e58-a5b2-e30b8db3d8a9,https://app.getblueshift.com/dashboard#/app/segments/bcd9befd-cd83-4e58-a5b2-e30b8db3d8a9/edit,1/25/25 19:00,One Time Send,1/26/25 0:01,3238463,3227101,266,7298,1186870,877076,641.8591097,1398611,2179,27.18,65085,35967,1.11,4.1,0.06,2060,0.01,185,5,2179,129,0,27509,37576,0,0,0,4422,0,892713,294156,0,0,0,0,0,0,10120,27221,675755,237201,7356,22895,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.01,0.074206796,99.65,36.65,6.06,0.431874936,0.433395484,1.178402858,641.8591097,38.88595101,0.01,0.011106195,7.35,0.23
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250308 - inSync,68b80bcf-6903-4016-bf47-90cf20548ed4,none,https://app.getblueshift.com/dashboard#/app/campaigns/68b80bcf-6903-4016-bf47-90cf20548ed4/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/8/25 19:00,One Time Send,3/9/25 0:03,3231050,3218587,592,7552,1061954,827753,571.2367958,648925,1136,25.72,47426,25326,0.79,3.06,0.08,2690,0.01,172,4,1136,78,0,24522,22903,0,0,0,4958,0,802371,259576,0,0,0,0,0,0,9132,17997,624612,215223,7459,16077,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.47,0.057294869,99.61,32.87,4.49,0.200840284,0.201617977,0.611066958,571.2367958,25.62287768,0.01,0.007838319,6.69,0.23
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20231209 - inSync (A/B),fe349d3d-e2dc-403e-a77f-6bb7fc236b64,none,https://app.getblueshift.com/dashboard#/app/campaigns/fe349d3d-e2dc-403e-a77f-6bb7fc236b64/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/9/23 19:00,One Time Send,12/9/23 23:21,3229922,3214561,652,7453,1625004,1105249,452.4342975,1094891,2420,34.38,54353,33231,1.03,3.01,0.07,2167,0.01,403,10,2420,263,0,403,272,0,0,0,9817,0,1336877,288121,0,0,0,0,0,0,40,77,911878,236393,7532,28679,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.68,0.049177154,99.52,50.31,7.28,0.338983728,0.340603585,0.673777418,452.4342975,32.94787999,0.01,0.010288484,7.35,0.23
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240316 - inSync (A/B),a3e5c50f-27c0-431a-85f7-87e3485b610f,none,https://app.getblueshift.com/dashboard#/app/campaigns/a3e5c50f-27c0-431a-85f7-87e3485b610f/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/16/24 18:00,One Time Send,3/16/24 22:06,3228334,3211932,225,6987,1647610,1086666,538.8238636,1801827,3344,33.83,78319,53167,1.66,4.89,0.1,3207,0.01,286,18,3344,288,0,301,341,0,0,0,10543,0,1339366,308230,0,0,0,0,0,0,51,233,892559,241395,6940,52737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.43,0.072072744,99.49,51.04,6.29,0.558129054,0.560979186,1.093600427,538.8238636,33.88995053,0.01,0.016468866,7.52,0.21
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241202 - Cyber Monday AM,cbfb5cab-fdac-4c40-b8c5-6e2d7bafebb6,none,https://app.getblueshift.com/dashboard#/app/campaigns/cbfb5cab-fdac-4c40-b8c5-6e2d7bafebb6/details,T1+2+3 - All,5bfa13cc-8e1d-423d-9392-6a579d326cc3,https://app.getblueshift.com/dashboard#/app/segments/5bfa13cc-8e1d-423d-9392-6a579d326cc3/edit,12/2/24 14:23,One Time Send,12/2/24 16:09,3225128,3216576,477,4849,1394677,1000471,481.1949984,1520095,3159,31.1,53324,34512,1.07,3.45,0.07,2249,0.01,270,10,3159,309,0,21154,32170,0,0,0,3873,0,1157024,237648,0,0,0,0,0,0,8407,27339,824980,203086,4813,20923,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.65,0.053298896,99.73,43.24,9.15,0.47132858,0.472581714,1.089926198,481.1949984,44.0454045,0.01,0.010700971,6.31,0.15
