Date,Campaign,Campaign UUID,Campaign End Date,Campaign Link,Campaign Segment,Campaign Segment UUID,Campaign Segment Link,Campaign Start Date,Campaign Type,Campaign Updated At,Sends,Delivered,Bounces,Soft Bounces,Impressions,Unique Impressions,Revenue per Purchase,Revenue,Purchases,Unique Open Rate,Clicks,Unique Clicks,Unique Click %,CTOR,Unsubscribe Rate,Unsubscribes,Spam Rate,Spam Reports,Add to Cart,Orders,Activations,BCC Sends,Clicks (bot only),Clicks (user only),Device Bounces,Device Sends,Dismisses,Drops,Holdouts,Impressions (pre-fetch only),Impressions (user only),Journey Actions,Subscribes,Subscription Cancels,Subscription Downgrade,Subscription Starts,Subscription Upgrade,Unique Clicks (bot only),Unique Clicks (user only),Unique Impressions (pre-fetch only),Unique Impressions (user only),Unique Soft Bounces,Visits,Add to Wishlist,App install,App update,Category View,Digioh Sign Up,Financing Alert Cart,Financing Alert Wishlist,GX Add to Cart,GX Listing View,GX Purchase,InSync View,Inbound Message,Manufacturer View,New Lead,Push Notification Test,Remove from Wishlist,Time To Reorder (Consumables),add_to_cart,app_open,april2025_15off_email,april2025_20off_email,back_in_stock.add_to_cart,back_in_stock.add_to_wishlist,catalog_change.sw_financingmonths_v2.add_to_cart,catalog_change.sw_financingmonths_v2.add_to_wishlist,checkout,identify,item-alert-rebate-available,item_alert,item_alert_preowned,item_alert_price_increase,journey_gatekeeper_triggered,journey_queue_completed,journey_started,pageload,persona_gateway,price_change.add_to_cart,price_change.add_to_wishlist,purchase,remove_from_cart,se_subscribe,se_unsubscribe,search,subscribe_interest,unsubscribe_interest,view,web_subscribe,web_unsubscribe,Bounce Rate,Click %,Clicks per Unique Impression,Delivered %,Opens/Sends,Orders per Unique Click,Revenue %,Revenue per Delivered,Revenue per Impression,Revenue per Order,Revenue per Unique Click,Spam Report %,Unique Clicks per Send,Unique Impressions (user only) %,Unique Soft Bounce %
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240803 - inSync (A/B/C),0a8d3053-94d3-4507-9765-03a842da0c7a,none,https://app.getblueshift.com/dashboard#/app/campaigns/0a8d3053-94d3-4507-9765-03a842da0c7a/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,8/3/24 18:00,One Time Send,8/3/24 22:09,3350586,3335013,814,5117,1283097,957891,414.1531948,537985,1299,28.72,52706,30516,0.92,3.19,0.05,1816,0.01,241,39,1299,103,0,21789,30917,0,0,0,10477,0,1022308,260783,0,0,0,0,0,0,9600,22937,768909,219367,5040,20973,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.57,0.055022962,99.54,38.29,4.26,0.160564451,0.161314214,0.419286305,414.1531948,17.62960414,0.01,0.009107661,6.58,0.15
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241228 - inSync,34c191ca-851f-42c6-8ef6-88e4408bcd9c,none,https://app.getblueshift.com/dashboard#/app/campaigns/34c191ca-851f-42c6-8ef6-88e4408bcd9c/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/28/24 18:00,One Time Send,12/28/24 23:21,3345870,3327102,979,13121,1520068,1097649,464.0930752,1246554,2686,32.99,76845,47381,1.42,4.32,0.1,3336,0.01,319,15,2686,172,0,24188,52657,0,0,0,4313,0,1216496,303567,0,0,0,0,0,0,9601,39339,893755,246437,13097,36519,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2.3,0.070008719,99.44,45.43,5.67,0.372564983,0.374666602,0.820064629,464.0930752,26.30915346,0.01,0.01416104,7.41,0.39
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250215 - inSync,1f66b802-8e1d-400d-9dd0-ae7475516f1b,none,https://app.getblueshift.com/dashboard#/app/campaigns/1f66b802-8e1d-400d-9dd0-ae7475516f1b/details,inSync Audience + Fatigue Prevention V2,bcd9befd-cd83-4e58-a5b2-e30b8db3d8a9,https://app.getblueshift.com/dashboard#/app/segments/bcd9befd-cd83-4e58-a5b2-e30b8db3d8a9/edit,2/15/25 19:00,One Time Send,2/16/25 0:03,3342526,3327421,497,10711,1193227,897140,504.7481977,980221,1942,26.96,61680,35045,1.05,3.91,0.06,2115,0.01,209,14,1942,118,0,26262,35418,0,0,0,4915,0,901387,291838,0,0,0,0,0,0,9455,27412,687630,241416,10829,24940,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.85,0.068751811,99.55,35.7,5.54,0.293257554,0.294588812,0.821487445,504.7481977,27.9703524,0.01,0.010484586,7.26,0.32
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241217 - Tax,99a1cb83-613c-46f0-85ac-7e092a1e83a6,none,https://app.getblueshift.com/dashboard#/app/campaigns/99a1cb83-613c-46f0-85ac-7e092a1e83a6/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/17/24 21:10,One Time Send,12/18/24 1:57,3342370,3329217,384,7944,1483212,1031256,514.6050695,629362,1223,30.98,32203,19613,0.59,1.9,0.06,1931,0.01,190,0,1223,115,0,18280,13923,0,0,0,4333,0,1211199,272010,0,0,0,0,0,0,8373,12056,859476,223706,8058,12847,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.96,0.03122697,99.61,44.38,6.24,0.188298124,0.189042048,0.424323697,514.6050695,32.08902259,0.01,0.005867992,6.72,0.24
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250104 - inSync,ce6a7f3f-c434-456e-8325-95551e295996,none,https://app.getblueshift.com/dashboard#/app/campaigns/ce6a7f3f-c434-456e-8325-95551e295996/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,1/4/25 19:00,One Time Send,1/5/25 0:01,3338099,3320222,1391,14564,1523003,1095416,517.2633808,1343333,2597,32.99,84692,46943,1.41,4.29,0.09,2895,0.02,501,6,2597,158,0,33736,50956,0,0,0,4373,0,1212145,310856,0,0,0,0,0,0,10808,38375,885025,242953,14567,35865,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.54,0.07731492,99.46,45.62,5.53,0.402424554,0.404591319,0.882029123,517.2633808,28.61625802,0.02,0.014062794,7.32,0.44
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240921 - inSync (A/B),eb45d8fb-ae20-4f45-ae9d-ed93173d52df,none,https://app.getblueshift.com/dashboard#/app/campaigns/eb45d8fb-ae20-4f45-ae9d-ed93173d52df/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,9/21/24 18:00,One Time Send,9/21/24 22:03,3336139,3322175,495,12113,1518444,1053729,547.8941896,895807,1635,31.72,52483,31922,0.96,3.03,0.05,1689,0.01,397,3,1635,110,0,18071,34412,0,0,0,3358,0,1235088,283350,0,0,0,0,0,0,8724,24941,861710,231765,12040,22608,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.57,0.049806924,99.58,45.52,5.12,0.26851609,0.269644736,0.589950634,547.8941896,28.06237078,0.01,0.009568546,6.98,0.36
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240928 - inSync,7c63db79-607a-479d-b544-57fef00e3b2c,none,https://app.getblueshift.com/dashboard#/app/campaigns/7c63db79-607a-479d-b544-57fef00e3b2c/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,9/28/24 18:00,One Time Send,9/28/24 22:03,3334762,3320626,497,11044,1510653,1029759,524.8057325,823945,1570,31.01,60943,36155,1.09,3.51,0.05,1519,0.01,497,13,1570,128,0,21185,39758,0,0,0,3382,0,1231411,279238,0,0,0,0,0,0,9145,29335,852999,228196,10998,27007,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.83,0.059181809,99.58,45.3,4.34,0.247077603,0.248129419,0.545423072,524.8057325,22.78924077,0.01,0.010841853,6.87,0.33
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241005 - inSync,a0f7764f-be93-4de2-bef8-94a3a1980f21,none,https://app.getblueshift.com/dashboard#/app/campaigns/a0f7764f-be93-4de2-bef8-94a3a1980f21/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,10/5/24 18:00,One Time Send,10/5/24 22:03,3332076,3318071,586,10911,1514997,1041121,575.1954459,909384,1581,31.38,63459,37961,1.14,3.65,0.06,2105,0.02,502,7,1581,138,0,21338,42121,0,0,0,3466,0,1232915,282078,0,0,0,0,0,0,9332,31036,849399,235002,10977,28670,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.9,0.060952569,99.58,45.47,4.16,0.272918145,0.274070085,0.600254654,575.1954459,23.95574405,0.02,0.011392597,7.08,0.33
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250220 - Software and Recording Sale Email - Announcement Email,c556fd55-ad66-4ec6-9070-a0e17d85ff7e,none,https://app.getblueshift.com/dashboard#/app/campaigns/c556fd55-ad66-4ec6-9070-a0e17d85ff7e/details,T1+2 - All,fea24e7b-bf88-47d4-b099-2da7ec7a15e8,https://app.getblueshift.com/dashboard#/app/segments/fea24e7b-bf88-47d4-b099-2da7ec7a15e8/edit,2/20/25 16:45,One Time Send,2/20/25 19:42,3331461,3301690,409,25451,1382093,1012832,456.3674165,669491,1467,30.68,39113,22340,0.68,2.21,0.06,2051,0.01,231,2,1467,153,0,21085,18027,0,0,0,4953,0,1174640,207448,0,0,0,0,0,0,8939,14690,856572,175815,24752,11883,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.17,0.038617461,99.11,41.49,6.57,0.200960179,0.202772217,0.484403727,456.3674165,29.96826321,0.01,0.006705767,5.33,0.74
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240914 - inSync (A/B),e137e4cc-c2d6-4271-9a45-77b6b1a9026a,none,https://app.getblueshift.com/dashboard#/app/campaigns/e137e4cc-c2d6-4271-9a45-77b6b1a9026a/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,9/14/24 18:00,One Time Send,9/14/24 22:03,3330955,3324311,299,5065,1499544,1030280,553.5014245,971395,1755,30.99,59432,37463,1.13,3.64,0.05,1581,0.02,502,15,1755,108,0,18425,41007,0,0,0,3300,0,1218135,281406,0,0,0,0,0,0,9229,30823,852766,234755,5082,27631,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.78,0.057685289,99.8,45.02,4.68,0.291626576,0.292209423,0.647793596,553.5014245,25.92945039,0.02,0.011246925,7.06,0.15
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241207 - Holiday Financing,a23febc2-08da-4140-8c9e-f0ed7446ecbc,none,https://app.getblueshift.com/dashboard#/app/campaigns/a23febc2-08da-4140-8c9e-f0ed7446ecbc/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/7/24 20:00,One Time Send,12/8/24 1:09,3329497,3315415,648,10108,1453661,1038208,600.7834912,887958,1478,31.31,43335,24778,0.75,2.39,0.08,2531,0.01,172,13,1478,198,0,21601,21734,0,0,0,4057,0,1191893,261754,0,0,0,0,0,0,9009,16842,868330,220940,9992,13997,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.3,0.041740191,99.58,43.66,5.96,0.266694339,0.267827105,0.610842555,600.7834912,35.83654855,0.01,0.007441965,6.66,0.3
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20231220 - Giveaway,12876e5b-0438-4bc8-ad04-a5c01bcdcc19,none,https://app.getblueshift.com/dashboard#/app/campaigns/12876e5b-0438-4bc8-ad04-a5c01bcdcc19/details,T1+2+3 - All,5bfa13cc-8e1d-423d-9392-6a579d326cc3,https://app.getblueshift.com/dashboard#/app/segments/5bfa13cc-8e1d-423d-9392-6a579d326cc3/edit,12/20/23 16:30,One Time Send,12/20/23 20:15,3329036,3311016,474,8758,1709846,1130254,457.5170866,3668372,8018,34.14,136728,86300,2.61,7.64,0.06,1969,0.01,320,1,8018,714,0,730,2138,0,0,0,9980,0,1380873,328968,0,0,0,0,0,0,39,66,911122,257781,8919,94333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,4.11,0.120971038,99.46,51.36,9.29,1.101932211,1.107929409,2.145439999,457.5170866,42.50720742,0.01,0.02592342,7.79,0.27
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241205 - Call & Save Home Audio,5601fb71-b1e1-4988-a02a-8a1e9bddeb35,none,https://app.getblueshift.com/dashboard#/app/campaigns/5601fb71-b1e1-4988-a02a-8a1e9bddeb35/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/5/24 16:04,One Time Send,12/5/24 19:57,3323771,3310214,653,9014,1416887,1001343,550.4242567,1166349,2119,30.25,48797,28484,0.86,2.84,0.06,1913,0.01,228,1,2119,269,0,22397,26400,0,0,0,4031,0,1165505,251379,0,0,0,0,0,0,8350,21543,820954,212421,9343,15283,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.47,0.048731554,99.59,42.63,7.44,0.350911359,0.352348519,0.823177148,550.4242567,40.94751439,0.01,0.008569784,6.42,0.28
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241012 - inSync,5f697592-2e96-43b5-934d-8dc07c16a96d,none,https://app.getblueshift.com/dashboard#/app/campaigns/5f697592-2e96-43b5-934d-8dc07c16a96d/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,10/12/24 18:00,One Time Send,10/12/24 22:01,3321569,3306602,1459,11281,1520036,1000272,531.8489691,1031787,1940,30.25,70994,41573,1.26,4.16,0.05,1629,0.01,399,9,1940,145,0,23624,47370,0,0,0,3510,0,1232046,287985,0,0,0,0,0,0,10004,34308,823192,232102,11058,32418,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.14,0.070974695,99.55,45.76,4.67,0.310632415,0.312038461,0.67879116,531.8489691,24.81868039,0.01,0.012516073,7.02,0.33
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241109 - inSync,3bf86b11-c2f1-47b0-a990-cf689918a070,none,https://app.getblueshift.com/dashboard#/app/campaigns/3bf86b11-c2f1-47b0-a990-cf689918a070/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,11/9/24 19:00,One Time Send,11/9/24 23:03,3321426,3312132,801,7896,1526117,1050700,559.1385232,976815,1747,31.72,61024,36326,1.1,3.46,0.06,1980,0.01,209,2,1747,136,0,22139,38885,0,0,0,3717,0,1247475,278639,0,0,0,0,0,0,9066,29148,876325,232284,7728,27085,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.84,0.058079376,99.72,45.95,4.81,0.294095066,0.294920311,0.640065604,559.1385232,26.8902439,0.01,0.010936869,7.01,0.23
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241201 - 12 Days of Gear Email + inSync,9e30c98f-e638-4f93-9085-47665f75acff,none,https://app.getblueshift.com/dashboard#/app/campaigns/9e30c98f-e638-4f93-9085-47665f75acff/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/1/24 19:00,One Time Send,1/21/25 14:46,3316765,3304459,497,8379,1502252,1031948,426.8708949,2079715,4872,31.23,128767,64190,1.94,6.22,0.06,1974,0.01,336,1,4872,418,0,25362,103405,0,0,0,3875,0,1204109,298136,0,0,0,0,0,0,10992,55346,854559,222870,8427,87031,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,3.88,0.124780512,99.63,45.29,7.59,0.627031158,0.629366259,1.384398223,426.8708949,32.39936127,0.01,0.019353195,6.74,0.25
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241126 - Black Friday - $200/$500 deals,f1a15840-727a-42ba-904d-a12c5bc13599,none,https://app.getblueshift.com/dashboard#/app/campaigns/f1a15840-727a-42ba-904d-a12c5bc13599/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,11/26/24 23:00,One Time Send,11/27/24 2:12,3313417,3304121,350,5501,1457836,1046646,508.4482452,1144517,2251,31.68,55760,33902,1.03,3.24,0.05,1693,0.01,175,6,2251,218,0,21880,33880,0,0,0,3855,0,1200533,257299,0,0,0,0,0,0,8607,26458,867568,215855,5568,20544,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.68,0.053274937,99.72,44,6.64,0.345418944,0.346390765,0.785079392,508.4482452,33.75957171,0.01,0.010231734,6.53,0.17
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241123 - inSync,f4e332be-71ee-4292-90e9-a5ec4ac94545,none,https://app.getblueshift.com/dashboard#/app/campaigns/f4e332be-71ee-4292-90e9-a5ec4ac94545/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,11/23/24 19:00,One Time Send,11/23/24 23:05,3309492,3297762,875,9951,1479611,1028121,464.777533,844036,1816,31.18,60221,35483,1.08,3.45,0.05,1738,0.01,222,8,1816,145,0,23439,36782,0,0,0,3804,0,1213592,266014,0,0,0,0,0,0,9105,27430,848219,220696,9988,24689,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.82,0.058573845,99.65,44.71,5.12,0.255034912,0.25594206,0.570444529,464.777533,23.78705295,0.01,0.010721585,6.69,0.3
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250301 - inSync,7b3ac06c-64f5-412d-af07-903cc8ccefbd,none,https://app.getblueshift.com/dashboard#/app/campaigns/7b3ac06c-64f5-412d-af07-903cc8ccefbd/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/1/25 19:00,One Time Send,3/2/25 0:06,3308836,3295853,544,8892,1135835,873521,535.6888199,862459,1610,26.5,52412,27438,0.83,3.14,0.08,2747,0.01,398,2,1610,106,0,25454,26957,0,0,0,4934,0,857574,278257,0,0,0,0,0,0,8843,20397,665439,230174,8850,18658,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.58,0.060000847,99.61,34.33,5.87,0.260653293,0.261680057,0.759317154,535.6888199,31.43301261,0.01,0.008292342,6.98,0.27
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250111 - inSync A/B,1860f810-4c7e-48cd-8f66-cbcfb6cc61fb,none,https://app.getblueshift.com/dashboard#/app/campaigns/1860f810-4c7e-48cd-8f66-cbcfb6cc61fb/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,1/11/25 19:00,One Time Send,1/12/25 0:03,3302165,3289241,973,8780,1506635,1047311,448.2153392,911670,2034,31.84,77763,40900,1.24,3.91,0.07,2402,0.01,201,10,2034,138,0,33255,44508,0,0,0,4404,0,1201938,304695,0,0,0,0,0,0,10624,32738,848982,243502,8728,31128,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2.35,0.074250151,99.61,45.63,4.97,0.27608251,0.277167286,0.605103426,448.2153392,22.29022005,0.01,0.012385814,7.4,0.26
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250322 - inSync A/B,1b73f566-dc08-47ca-b53d-e221dee292fa,none,https://app.getblueshift.com/dashboard#/app/campaigns/1b73f566-dc08-47ca-b53d-e221dee292fa/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/22/25 18:00,One Time Send,3/22/25 23:06,3294162,3278249,563,10778,997934,781808,602.4119273,1525307,2532,23.85,72226,41017,1.25,5.25,0.08,2731,0.01,170,22,2532,138,0,26841,45385,0,0,0,4950,0,828922,169010,0,0,0,0,0,0,10312,33218,661952,137370,10882,31769,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.19,0.092383296,99.52,30.29,6.17,0.463033391,0.465281008,1.528464808,602.4119273,37.18719068,0.01,0.012451422,4.19,0.33
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241116 - inSync,24ee6fad-1ae2-46e3-b6ab-fab61e11a53c,none,https://app.getblueshift.com/dashboard#/app/campaigns/24ee6fad-1ae2-46e3-b6ab-fab61e11a53c/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,11/16/24 19:00,One Time Send,11/16/24 22:48,3292840,3296302,364,5705,1509077,1028240,546.056004,1082283,1982,31.19,60816,36087,1.09,3.51,0.06,1813,0.01,203,6,1982,145,0,21556,39260,0,0,0,3818,0,1231440,277633,0,0,0,0,0,0,8947,28930,855521,229057,5672,27085,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.85,0.059145725,100.11,45.83,5.49,0.328677676,0.328332477,0.717182092,546.056004,29.99093857,0.01,0.010959233,6.95,0.17
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250405 - inSync A/B,03fec3fb-b2aa-47bf-9e1d-4089a915840b,none,https://app.getblueshift.com/dashboard#/app/campaigns/03fec3fb-b2aa-47bf-9e1d-4089a915840b/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,4/5/25 18:00,One Time Send,4/5/25 22:03,3290354,3280542,412,4907,888967,677108,604.7768903,1135771,1878,20.64,65856,36390,1.11,5.37,0.07,2458,0,145,8,1878,126,0,26589,39267,0,0,0,5025,0,816768,72194,0,0,0,0,0,0,9529,28730,628170,62778,4889,27927,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2,0.097260703,99.7,27.02,5.16,0.345182008,0.346214437,1.277630103,604.7768903,31.21107447,0,0.0110596,1.91,0.15
